neg,neu,pos,compound
0.0,0.866,0.134,0.4767
0.056,0.784,0.16,0.3182
0.046,0.924,0.03,-0.1779
0.0,0.928,0.072,0.3612
0.087,0.913,0.0,-0.4497
0.0,1.0,0.0,0.0
0.06,0.94,0.0,-0.2732
0.0,0.943,0.057,0.3612
0.044,0.956,0.0,-0.0387
0.322,0.678,0.0,-0.6908
0.131,0.78,0.089,-0.0516
0.137,0.739,0.124,0.0772
0.643,0.357,0.0,-0.5574
0.0,0.676,0.324,0.9413
0.095,0.905,0.0,-0.3182
0.0,0.828,0.172,0.8176
0.141,0.565,0.294,0.4019
0.0,0.721,0.279,0.4753
0.087,0.913,0.0,-0.296
0.0,0.667,0.333,0.6696
0.141,0.859,0.0,-0.624
0.161,0.839,0.0,-0.3182
0.079,0.88,0.041,-0.4053
0.106,0.694,0.2,0.3182
0.283,0.717,0.0,-0.7579
0.248,0.752,0.0,-0.9259
0.299,0.562,0.139,-0.8689
0.0,0.756,0.244,0.6369
0.0,1.0,0.0,0.0
0.099,0.901,0.0,-0.5574
0.0,1.0,0.0,0.0
0.0,0.896,0.104,0.296
0.0,0.538,0.462,0.938
0.371,0.629,0.0,-0.7096
0.0,0.936,0.064,0.0258
0.237,0.763,0.0,-0.7351
0.0,1.0,0.0,0.0
0.054,0.784,0.162,0.6124
0.0,1.0,0.0,0.0
0.279,0.625,0.096,-0.8316
0.041,0.642,0.317,0.9113
0.292,0.708,0.0,-0.7351
0.245,0.755,0.0,-0.8297
0.0,0.641,0.359,0.4215
0.0,1.0,0.0,0.0
0.085,0.878,0.037,-0.4767
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.862,0.138,0.6808
0.0,1.0,0.0,0.0
0.248,0.752,0.0,-0.765
0.15,0.85,0.0,-0.4572
0.153,0.71,0.137,-0.0772
0.0,0.872,0.128,0.2263
0.083,0.707,0.21,0.743
0.061,0.864,0.076,0.1406
0.255,0.745,0.0,-0.8625
0.0,1.0,0.0,0.0
0.06,0.819,0.122,0.3274
0.0,0.954,0.046,0.1027
0.346,0.654,0.0,-0.5719
0.13,0.757,0.113,-0.1164
0.101,0.899,0.0,-0.5574
0.419,0.581,0.0,-0.8779
0.177,0.823,0.0,-0.4215
0.186,0.621,0.192,0.0258
0.0,0.9,0.1,0.2235
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.193,0.807,0.0,-0.4767
0.081,0.75,0.169,0.34
0.111,0.78,0.109,-0.0258
0.247,0.753,0.0,-0.5574
0.046,0.907,0.046,0.0
0.104,0.896,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.7372
0.0,1.0,0.0,0.0
0.047,0.907,0.046,-0.0056
0.065,0.777,0.158,0.5563
0.211,0.789,0.0,-0.4939
0.229,0.771,0.0,-0.8782
0.0,0.808,0.192,0.6844
0.034,0.703,0.263,0.8567
0.037,0.963,0.0,-0.0516
0.0,1.0,0.0,0.0
0.0,0.915,0.085,0.0772
0.0,1.0,0.0,0.0
0.136,0.864,0.0,-0.4588
0.124,0.732,0.144,0.1779
0.0,1.0,0.0,0.0
0.0,0.748,0.252,0.6597
0.16,0.812,0.028,-0.7717
0.188,0.732,0.08,-0.4745
0.0,1.0,0.0,0.0
0.05,0.95,0.0,-0.3182
0.167,0.833,0.0,-0.6369
0.275,0.643,0.082,-0.8612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.138,0.799,0.063,-0.6124
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.16,0.755,0.085,-0.3818
0.155,0.811,0.034,-0.6597
0.0,1.0,0.0,0.0
0.083,0.917,0.0,-0.4588
0.052,0.948,0.0,-0.1531
0.267,0.733,0.0,-0.9201
0.231,0.769,0.0,-0.5574
0.073,0.927,0.0,-0.296
0.095,0.905,0.0,-0.5574
0.148,0.806,0.046,-0.7096
0.0,1.0,0.0,0.0
0.137,0.73,0.133,-0.0258
0.157,0.843,0.0,-0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.321,0.508,0.171,-0.714
0.14,0.673,0.188,0.2323
0.0,0.964,0.036,0.1027
0.0,1.0,0.0,0.0
0.116,0.677,0.207,0.4278
0.055,0.901,0.044,-0.128
0.31,0.69,0.0,-0.743
0.252,0.748,0.0,-0.8779
0.0,0.783,0.217,0.5574
0.0,0.903,0.097,0.4019
0.119,0.881,0.0,-0.3182
0.0,0.92,0.08,0.3804
0.0,1.0,0.0,0.0
0.136,0.72,0.144,0.3313
0.08,0.802,0.118,0.228
0.034,0.66,0.306,0.9216
0.139,0.796,0.065,-0.6681
0.113,0.709,0.177,0.2023
0.196,0.639,0.164,0.0772
0.171,0.829,0.0,-0.7783
0.07,0.93,0.0,-0.2732
0.0,0.868,0.132,0.5267
0.0,1.0,0.0,0.0
0.148,0.66,0.192,0.4939
0.056,0.869,0.075,-0.0547
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.17,0.768,0.063,-0.6486
0.095,0.762,0.143,0.2714
0.0,1.0,0.0,0.0
0.077,0.831,0.092,0.128
0.218,0.782,0.0,-0.836
0.11,0.698,0.192,0.34
0.0,0.709,0.291,0.5719
0.373,0.627,0.0,-0.9584
0.0,1.0,0.0,0.0
0.172,0.828,0.0,-0.4404
0.0,1.0,0.0,0.0
0.078,0.783,0.139,0.4588
0.35,0.65,0.0,-0.8934
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.148,0.852,0.0,-0.8316
0.0,1.0,0.0,0.0
0.066,0.934,0.0,-0.3818
0.0,0.917,0.083,0.4019
0.049,0.921,0.029,-0.2263
0.0,1.0,0.0,0.0
0.079,0.881,0.041,-0.296
0.0,0.935,0.065,0.4215
0.095,0.905,0.0,-0.296
0.205,0.795,0.0,-0.5574
0.0,0.816,0.184,0.2023
0.0,1.0,0.0,0.0
0.156,0.805,0.039,-0.6705
0.345,0.655,0.0,-0.9545
0.0,1.0,0.0,0.0
0.092,0.848,0.06,-0.2263
0.176,0.789,0.035,-0.8625
0.0,0.718,0.282,0.7096
0.364,0.636,0.0,-0.8625
0.062,0.787,0.151,0.4019
0.0,0.85,0.15,0.3182
0.068,0.653,0.279,0.8552
0.05,0.776,0.174,0.6997
0.108,0.892,0.0,-0.6249
0.085,0.791,0.124,0.2023
0.211,0.65,0.139,-0.5574
0.071,0.735,0.194,0.6369
0.13,0.87,0.0,-0.4019
0.288,0.712,0.0,-0.8271
0.0,1.0,0.0,0.0
0.328,0.672,0.0,-0.9615
0.11,0.89,0.0,-0.5859
0.039,0.961,0.0,-0.0387
0.0,0.856,0.144,0.4939
0.0,1.0,0.0,0.0
0.13,0.87,0.0,-0.4404
0.331,0.579,0.091,-0.4404
0.0,0.915,0.085,0.3818
0.08,0.698,0.222,0.7841
0.0,1.0,0.0,0.0
0.196,0.804,0.0,-0.5267
0.0,0.946,0.054,0.1511
0.0,1.0,0.0,0.0
0.271,0.729,0.0,-0.7717
0.298,0.702,0.0,-0.5267
0.0,0.877,0.123,0.6369
0.29,0.71,0.0,-0.6486
0.117,0.824,0.059,-0.4019
0.0,1.0,0.0,0.0
0.205,0.624,0.171,-0.2263
0.259,0.612,0.129,-0.2023
0.178,0.674,0.147,-0.1901
0.145,0.855,0.0,-0.296
0.198,0.802,0.0,-0.4939
0.0,0.771,0.229,0.8442
0.0,1.0,0.0,0.0
0.0,0.872,0.128,0.2263
0.0,1.0,0.0,0.0
0.0,0.898,0.102,0.5267
0.0,1.0,0.0,0.0
0.289,0.711,0.0,-0.7269
0.0,1.0,0.0,0.0
0.052,0.742,0.205,0.7906
0.224,0.52,0.256,0.1613
0.05,0.772,0.178,0.6705
0.315,0.685,0.0,-0.9691
0.089,0.911,0.0,-0.6369
0.0,1.0,0.0,0.0
0.0,0.92,0.08,0.0772
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.121,0.879,0.0,-0.296
0.115,0.654,0.231,0.4588
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.341,0.659,0.0,-0.4767
0.05,0.847,0.103,0.3818
0.153,0.796,0.051,-0.7184
0.057,0.943,0.0,-0.2732
0.0,0.915,0.085,0.3818
0.0,0.831,0.169,0.6234
0.297,0.703,0.0,-0.6705
0.0,1.0,0.0,0.0
0.097,0.903,0.0,-0.1027
0.0,0.823,0.177,0.4215
0.0,0.909,0.091,0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.868,0.132,0.5423
0.16,0.84,0.0,-0.7152
0.38,0.62,0.0,-0.8481
0.0,1.0,0.0,0.0
0.066,0.934,0.0,-0.4019
0.0,0.638,0.362,0.5267
0.0,0.952,0.048,0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.103,0.764,0.133,0.1779
0.076,0.722,0.203,0.5719
0.36,0.64,0.0,-0.7351
0.056,0.774,0.17,0.6486
0.052,0.787,0.161,0.6486
0.126,0.874,0.0,-0.3818
0.0,1.0,0.0,0.0
0.146,0.854,0.0,-0.34
0.152,0.804,0.044,-0.6408
0.0,0.778,0.222,0.9104
0.0,1.0,0.0,0.0
0.283,0.599,0.118,-0.8625
0.179,0.713,0.108,-0.5996
0.091,0.853,0.056,-0.3182
0.145,0.855,0.0,-0.6249
0.0,1.0,0.0,0.0
0.121,0.778,0.101,-0.2902
0.0,0.867,0.133,0.6369
0.0,1.0,0.0,0.0
0.265,0.735,0.0,-0.9246
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.263,0.737,0.0,-0.3612
0.196,0.647,0.157,-0.212
0.0,1.0,0.0,0.0
0.058,0.838,0.104,0.1531
0.0,1.0,0.0,0.0
0.157,0.843,0.0,-0.7579
0.178,0.696,0.126,-0.296
0.31,0.437,0.253,-0.3182
0.2,0.559,0.241,0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.755,0.245,0.6369
0.197,0.739,0.064,-0.5719
0.105,0.831,0.064,-0.128
0.0,0.911,0.089,0.3252
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.878,0.122,0.3595
0.0,0.816,0.184,0.357
0.412,0.588,0.0,-0.5423
0.17,0.83,0.0,-0.802
0.145,0.613,0.242,0.6915
0.073,0.798,0.129,0.128
0.143,0.713,0.145,0.0085
0.0,1.0,0.0,0.0
0.096,0.66,0.244,0.6553
0.123,0.802,0.074,-0.3818
0.111,0.455,0.434,0.7506
0.055,0.748,0.197,0.5563
0.173,0.827,0.0,-0.3182
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.153,0.847,0.0,-0.8225
0.202,0.798,0.0,-0.6486
0.381,0.619,0.0,-0.8126
0.0,1.0,0.0,0.0
0.103,0.827,0.07,-0.3182
0.07,0.755,0.175,0.4703
0.063,0.937,0.0,-0.4023
0.379,0.621,0.0,-0.7269
0.152,0.725,0.122,-0.3239
0.0,1.0,0.0,0.0
0.312,0.688,0.0,-0.872
0.0,1.0,0.0,0.0
0.0,0.853,0.147,0.6597
0.0,0.774,0.226,0.8591
0.0,1.0,0.0,0.0
0.385,0.524,0.091,-0.8126
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.179,0.821,0.0,-0.34
0.193,0.725,0.082,-0.4145
0.278,0.722,0.0,-0.6757
0.227,0.658,0.115,-0.8793
0.066,0.844,0.091,0.0516
0.0,1.0,0.0,0.0
0.0,0.825,0.175,0.5574
0.344,0.491,0.165,-0.4588
0.0,0.747,0.253,0.624
0.091,0.909,0.0,-0.2732
0.0,1.0,0.0,0.0
0.233,0.691,0.076,-0.8237
0.0,1.0,0.0,0.0
0.077,0.923,0.0,-0.4404
0.0,0.914,0.086,0.6545
0.057,0.813,0.129,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.241,0.676,0.083,-0.7845
0.0,1.0,0.0,0.0
0.34,0.66,0.0,-0.7717
0.222,0.707,0.071,-0.6996
0.0,0.89,0.11,0.6486
0.254,0.652,0.094,-0.6597
0.251,0.532,0.217,-0.2263
0.074,0.926,0.0,-0.6124
0.174,0.826,0.0,-0.7455
0.182,0.818,0.0,-0.4404
0.139,0.633,0.228,0.1027
0.0,0.794,0.206,0.69
0.0,1.0,0.0,0.0
0.064,0.894,0.041,-0.1655
0.0,1.0,0.0,0.0
0.0,0.707,0.293,0.7003
0.326,0.674,0.0,-0.9578
0.357,0.643,0.0,-0.6633
0.036,0.842,0.123,0.6945
0.212,0.788,0.0,-0.875
0.202,0.745,0.053,-0.7003
0.135,0.725,0.14,0.0258
0.0,1.0,0.0,0.0
0.134,0.746,0.119,-0.1027
0.108,0.892,0.0,-0.6249
0.0,1.0,0.0,0.0
0.085,0.915,0.0,-0.3818
0.482,0.462,0.056,-0.9855
0.0,0.961,0.039,0.222
0.179,0.821,0.0,-0.807
0.118,0.882,0.0,-0.6521
0.128,0.872,0.0,-0.296
0.53,0.47,0.0,-0.9744
0.0,1.0,0.0,0.0
0.128,0.872,0.0,-0.4767
0.209,0.757,0.034,-0.7717
0.0,1.0,0.0,0.0
0.0,0.872,0.128,0.2263
0.22,0.732,0.048,-0.7978
0.081,0.858,0.061,-0.2023
0.18,0.758,0.063,-0.5267
0.184,0.816,0.0,-0.8402
0.098,0.902,0.0,-0.1531
0.0,1.0,0.0,0.0
0.077,0.813,0.11,0.1935
0.085,0.915,0.0,-0.3612
0.096,0.812,0.092,-0.0258
0.126,0.728,0.146,0.1027
0.0,1.0,0.0,0.0
0.257,0.743,0.0,-0.9343
0.202,0.798,0.0,-0.6808
0.2,0.8,0.0,-0.5423
0.154,0.846,0.0,-0.25
0.146,0.854,0.0,-0.34
0.0,0.924,0.076,0.2023
0.298,0.702,0.0,-0.6249
0.165,0.788,0.047,-0.743
0.0,0.886,0.114,0.4019
0.0,0.936,0.064,0.368
0.304,0.696,0.0,-0.5859
0.088,0.781,0.131,0.2883
0.022,0.769,0.209,0.851
0.0,1.0,0.0,0.0
0.193,0.807,0.0,-0.8225
0.0,1.0,0.0,0.0
0.102,0.898,0.0,-0.431
0.0,0.739,0.261,0.9068
0.156,0.636,0.207,0.4497
0.0,1.0,0.0,0.0
0.205,0.795,0.0,-0.7351
0.254,0.746,0.0,-0.7003
0.0,1.0,0.0,0.0
0.294,0.706,0.0,-0.9133
0.0,0.815,0.185,0.3612
0.0,0.875,0.125,0.4588
0.201,0.759,0.04,-0.7096
0.178,0.656,0.166,0.2228
0.0,0.862,0.138,0.4939
0.053,0.728,0.218,0.7783
0.337,0.663,0.0,-0.6808
0.114,0.886,0.0,-0.4767
0.0,1.0,0.0,0.0
0.0,0.865,0.135,0.6808
0.118,0.838,0.045,-0.5859
0.35,0.578,0.072,-0.891
0.115,0.819,0.066,-0.3328
0.086,0.914,0.0,-0.2263
0.0,0.925,0.075,0.3818
0.081,0.758,0.161,0.3412
0.0,1.0,0.0,0.0
0.126,0.874,0.0,-0.3182
0.232,0.768,0.0,-0.7765
0.242,0.601,0.157,-0.6114
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.881,0.119,0.1901
0.0,0.899,0.101,0.4019
0.0,1.0,0.0,0.0
0.053,0.906,0.041,-0.1388
0.202,0.595,0.202,0.0
0.165,0.668,0.166,-0.2382
0.05,0.847,0.103,0.3818
0.0,1.0,0.0,0.0
0.0,0.743,0.257,0.7088
0.188,0.618,0.195,0.0772
0.0,0.482,0.518,0.9169
0.0,1.0,0.0,0.0
0.136,0.864,0.0,-0.4199
0.217,0.723,0.06,-0.4939
0.0,0.818,0.182,0.5994
0.0,0.817,0.183,0.7034
0.0,0.856,0.144,0.2924
0.286,0.714,0.0,-0.4588
0.0,1.0,0.0,0.0
0.089,0.81,0.101,0.1027
0.167,0.833,0.0,-0.4939
0.24,0.76,0.0,-0.6249
0.245,0.716,0.039,-0.7845
0.326,0.556,0.118,-0.9201
0.076,0.877,0.047,-0.3818
0.074,0.778,0.148,0.4404
0.034,0.937,0.029,-0.0562
0.208,0.792,0.0,-0.7983
0.0,1.0,0.0,0.0
0.293,0.648,0.059,-0.8225
0.156,0.844,0.0,-0.7906
0.0,0.837,0.163,0.8126
0.078,0.922,0.0,-0.1779
0.13,0.87,0.0,-0.2732
0.426,0.574,0.0,-0.836
0.168,0.659,0.173,-0.1779
0.277,0.44,0.283,0.0516
0.165,0.772,0.062,-0.4215
0.055,0.851,0.093,0.2263
0.0,0.769,0.231,0.5574
0.0,0.942,0.058,0.0772
0.0,0.899,0.101,0.4215
0.0,0.843,0.157,0.4215
0.147,0.853,0.0,-0.69
0.0,0.799,0.201,0.8074
0.0,0.964,0.036,0.0772
0.202,0.798,0.0,-0.3182
0.207,0.558,0.235,0.1779
0.075,0.879,0.045,-0.296
0.091,0.761,0.149,0.3818
0.0,1.0,0.0,0.0
0.0,0.957,0.043,0.2057
0.1,0.818,0.082,-0.1779
0.424,0.576,0.0,-0.8834
0.0,0.846,0.154,0.4767
0.0,1.0,0.0,0.0
0.206,0.712,0.082,-0.5106
0.143,0.772,0.085,-0.3818
0.0,1.0,0.0,0.0
0.266,0.734,0.0,-0.7845
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.091,0.909,0.0,-0.4767
0.0,1.0,0.0,0.0
0.379,0.538,0.083,-0.8061
0.0,1.0,0.0,0.0
0.245,0.755,0.0,-0.3818
0.0,0.815,0.185,0.3612
0.233,0.72,0.047,-0.8689
0.069,0.824,0.106,0.1027
0.545,0.455,0.0,-0.8126
0.226,0.61,0.165,-0.25
0.079,0.863,0.058,-0.2263
0.0,0.893,0.107,0.0516
0.0,1.0,0.0,0.0
0.049,0.727,0.224,0.7997
0.0,0.544,0.456,0.6908
0.0,0.771,0.229,0.8316
0.064,0.859,0.077,-0.1027
0.0,0.914,0.086,0.34
0.177,0.823,0.0,-0.6249
0.0,1.0,0.0,0.0
0.096,0.812,0.091,-0.3008
0.0,1.0,0.0,0.0
0.0,0.749,0.251,0.9081
0.068,0.932,0.0,-0.34
0.0,0.843,0.157,0.4186
0.065,0.861,0.074,0.0772
0.13,0.87,0.0,-0.6908
0.147,0.853,0.0,-0.6908
0.0,0.752,0.248,0.5096
0.062,0.938,0.0,-0.25
0.0,0.806,0.194,0.34
0.094,0.685,0.221,0.5526
0.347,0.653,0.0,-0.7845
0.169,0.831,0.0,-0.7269
0.0,0.795,0.205,0.2023
0.0,1.0,0.0,0.0
0.074,0.888,0.037,-0.3182
0.0,1.0,0.0,0.0
0.103,0.824,0.074,-0.1144
0.091,0.909,0.0,-0.296
0.189,0.69,0.121,-0.2946
0.1,0.9,0.0,-0.2732
0.103,0.897,0.0,-0.128
0.194,0.806,0.0,-0.4824
0.0,1.0,0.0,0.0
0.12,0.88,0.0,-0.6705
0.193,0.63,0.176,0.1531
0.0,1.0,0.0,0.0
0.049,0.951,0.0,-0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.795,0.205,0.4767
0.212,0.788,0.0,-0.5903
0.129,0.871,0.0,-0.6983
0.06,0.848,0.092,0.2023
0.0,1.0,0.0,0.0
0.223,0.777,0.0,-0.8166
0.149,0.72,0.131,0.0
0.0,1.0,0.0,0.0
0.337,0.602,0.061,-0.9283
0.117,0.769,0.114,-0.2732
0.124,0.818,0.059,-0.4767
0.157,0.661,0.182,0.0772
0.304,0.696,0.0,-0.5423
0.174,0.826,0.0,-0.2263
0.09,0.776,0.135,0.2732
0.072,0.928,0.0,-0.1419
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.848,0.152,0.7906
0.0,1.0,0.0,0.0
0.259,0.714,0.026,-0.9081
0.0,1.0,0.0,0.0
0.451,0.549,0.0,-0.9413
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.167,0.833,0.0,-0.529
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.5574
0.0,1.0,0.0,0.0
0.216,0.687,0.097,-0.4857
0.103,0.897,0.0,-0.3182
0.0,0.894,0.106,0.5859
0.0,1.0,0.0,0.0
0.0,0.6,0.4,0.9694
0.081,0.782,0.137,0.3382
0.0,0.977,0.023,0.0258
0.259,0.741,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.936,0.064,0.3818
0.0,0.956,0.044,0.2235
0.14,0.86,0.0,-0.5994
0.0,1.0,0.0,0.0
0.057,0.59,0.352,0.9517
0.202,0.634,0.165,-0.5362
0.0,1.0,0.0,0.0
0.0,0.84,0.16,0.5803
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.153,0.784,0.063,-0.5106
0.09,0.874,0.036,-0.128
0.0,1.0,0.0,0.0
0.0,0.885,0.115,0.7476
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.34,0.511,0.148,-0.5795
0.077,0.563,0.359,0.6124
0.123,0.877,0.0,-0.7096
0.048,0.901,0.051,0.0258
0.057,0.837,0.106,0.4619
0.0,0.955,0.045,0.1531
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.136,0.864,0.0,-0.296
0.0,0.906,0.094,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.12,0.82,0.06,-0.4019
0.084,0.864,0.052,-0.2808
0.0,0.891,0.109,0.4019
0.0,0.893,0.107,0.34
0.368,0.632,0.0,-0.7906
0.066,0.634,0.3,0.7964
0.423,0.577,0.0,-0.765
0.0,1.0,0.0,0.0
0.168,0.832,0.0,-0.807
0.041,0.737,0.223,0.872
0.0,1.0,0.0,0.0
0.096,0.774,0.13,0.1926
0.083,0.873,0.044,-0.4215
0.247,0.67,0.083,-0.7927
0.233,0.687,0.081,-0.6249
0.0,1.0,0.0,0.0
0.0,0.808,0.192,0.666
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.3612
0.075,0.867,0.058,-0.2023
0.297,0.703,0.0,-0.6705
0.388,0.612,0.0,-0.6908
0.0,0.857,0.143,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.879,0.121,0.4404
0.0,1.0,0.0,0.0
0.315,0.685,0.0,-0.7845
0.0,0.814,0.186,0.8625
0.0,0.724,0.276,0.6369
0.0,0.838,0.162,0.4019
0.0,0.934,0.066,0.34
0.0,1.0,0.0,0.0
0.0,0.889,0.111,0.3612
0.187,0.813,0.0,-0.8316
0.156,0.844,0.0,-0.3802
0.228,0.674,0.098,-0.7964
0.039,0.767,0.195,0.861
0.0,0.909,0.091,0.296
0.212,0.788,0.0,-0.9072
0.0,1.0,0.0,0.0
0.288,0.712,0.0,-0.8834
