neg,neu,pos,compound
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.105,0.895,0.0,-0.4019
0.231,0.769,0.0,-0.5106
0.0,1.0,0.0,0.0
0.203,0.742,0.055,-0.7003
0.0,1.0,0.0,0.0
0.105,0.808,0.086,-0.25
0.185,0.815,0.0,-0.765
0.15,0.85,0.0,-0.1926
0.0,1.0,0.0,0.0
0.0,0.714,0.286,0.5574
0.171,0.829,0.0,-0.6515
0.244,0.756,0.0,-0.4404
0.148,0.852,0.0,-0.6124
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.043,0.748,0.209,0.8091
0.221,0.687,0.092,-0.8934
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.903,0.097,0.4767
0.17,0.83,0.0,-0.8402
0.187,0.813,0.0,-0.765
0.0,1.0,0.0,0.0
0.141,0.859,0.0,-0.3182
0.148,0.675,0.177,0.2732
0.0,0.82,0.18,0.5574
0.091,0.909,0.0,-0.4951
0.0,0.917,0.083,0.4019
0.43,0.57,0.0,-0.7783
0.224,0.776,0.0,-0.5994
0.464,0.536,0.0,-0.8316
0.187,0.813,0.0,-0.4404
0.0,1.0,0.0,0.0
0.073,0.794,0.134,0.4019
0.0,0.943,0.057,0.3612
0.0,1.0,0.0,0.0
0.204,0.796,0.0,-0.7506
0.0,0.588,0.412,0.6369
0.108,0.833,0.058,-0.296
0.0,0.505,0.495,0.7088
0.235,0.734,0.031,-0.902
0.372,0.5,0.128,-0.6597
0.312,0.638,0.05,-0.8495
0.0,1.0,0.0,0.0
0.281,0.719,0.0,-0.5994
0.328,0.672,0.0,-0.5994
0.0,0.815,0.185,0.3612
0.244,0.596,0.161,-0.4939
0.114,0.886,0.0,-0.5562
0.08,0.92,0.0,-0.3818
0.0,0.896,0.104,0.4215
0.048,0.952,0.0,-0.0516
0.094,0.824,0.082,-0.1027
0.176,0.824,0.0,-0.4939
0.045,0.732,0.223,0.8494
0.0,0.954,0.046,0.2263
0.0,1.0,0.0,0.0
0.0,0.847,0.153,0.8072
0.131,0.722,0.147,0.1697
0.289,0.711,0.0,-0.6705
0.0,0.896,0.104,0.1027
0.0,0.925,0.075,0.3612
0.163,0.837,0.0,-0.7073
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.114,0.863,0.024,-0.6059
0.0,0.658,0.342,0.8074
0.054,0.886,0.06,0.0516
0.125,0.79,0.085,-0.0772
0.143,0.599,0.258,0.3612
0.354,0.567,0.079,-0.9485
0.0,1.0,0.0,0.0
0.058,0.772,0.17,0.7579
0.362,0.638,0.0,-0.8176
0.047,0.895,0.058,0.128
0.0,0.887,0.113,0.4939
0.211,0.789,0.0,-0.5766
0.083,0.917,0.0,-0.3447
0.312,0.594,0.094,-0.936
0.092,0.847,0.061,-0.3182
0.341,0.659,0.0,-0.6908
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.132,0.766,0.102,-0.3612
0.049,0.951,0.0,-0.3182
0.0,1.0,0.0,0.0
0.208,0.686,0.106,-0.6705
0.0,1.0,0.0,0.0
0.371,0.629,0.0,-0.9476
0.099,0.901,0.0,-0.5719
0.117,0.81,0.073,-0.2732
0.226,0.735,0.039,-0.8873
0.558,0.442,0.0,-0.9024
0.096,0.85,0.054,-0.2263
0.0,0.847,0.153,0.5574
0.0,1.0,0.0,0.0
0.121,0.786,0.093,-0.2023
0.194,0.806,0.0,-0.6124
0.0,0.931,0.069,0.3818
0.16,0.663,0.177,0.1531
0.061,0.939,0.0,-0.1531
0.075,0.925,0.0,-0.1779
0.062,0.898,0.04,-0.1779
0.16,0.694,0.146,0.1531
0.146,0.854,0.0,-0.0516
0.0,1.0,0.0,0.0
0.213,0.787,0.0,-0.9022
0.0,1.0,0.0,0.0
0.09,0.833,0.077,-0.1027
0.281,0.719,0.0,-0.9062
0.0,0.829,0.171,0.7184
0.0,0.806,0.194,0.5574
0.0,1.0,0.0,0.0
0.0,0.911,0.089,0.5859
0.0,0.857,0.143,0.4588
0.194,0.806,0.0,-0.6124
0.0,1.0,0.0,0.0
0.0,0.857,0.143,0.4898
0.0,1.0,0.0,0.0
0.145,0.725,0.13,-0.2263
0.074,0.904,0.022,-0.3754
0.091,0.877,0.032,-0.4588
0.072,0.928,0.0,-0.3612
0.138,0.862,0.0,-0.34
0.056,0.891,0.052,-0.0431
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.067,0.782,0.152,0.5351
0.0,0.5,0.5,0.4588
0.096,0.858,0.047,-0.4588
0.0,1.0,0.0,0.0
0.0,0.856,0.144,0.6908
0.18,0.82,0.0,-0.296
0.0,1.0,0.0,0.0
0.191,0.809,0.0,-0.3818
0.296,0.704,0.0,-0.743
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.936,0.064,0.3818
0.16,0.84,0.0,-0.4927
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.077,0.853,0.07,-0.0772
0.223,0.777,0.0,-0.3182
0.372,0.455,0.174,-0.5859
0.0,0.914,0.086,0.4767
0.0,1.0,0.0,0.0
0.0,0.69,0.31,0.5574
0.429,0.571,0.0,-0.9356
0.0,1.0,0.0,0.0
0.329,0.556,0.116,-0.6808
0.0,0.944,0.056,0.25
0.051,0.949,0.0,-0.4404
0.11,0.599,0.292,0.7556
0.15,0.85,0.0,-0.4588
0.148,0.65,0.202,0.128
0.0,0.795,0.205,0.8625
0.085,0.85,0.065,-0.1531
0.0,1.0,0.0,0.0
0.071,0.929,0.0,-0.1531
0.672,0.328,0.0,-0.6249
0.053,0.885,0.062,0.1027
0.0,0.8,0.2,0.5411
0.0,1.0,0.0,0.0
0.169,0.831,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,0.835,0.165,0.7957
0.0,0.902,0.098,0.5574
0.358,0.642,0.0,-0.7783
0.06,0.907,0.033,-0.2942
0.145,0.725,0.13,-0.1531
0.096,0.747,0.158,0.0846
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.933,0.067,0.0772
0.283,0.717,0.0,-0.9008
0.0,1.0,0.0,0.0
0.0,0.68,0.32,0.7901
0.0,1.0,0.0,0.0
0.218,0.634,0.148,-0.5095
0.049,0.951,0.0,-0.296
0.0,0.882,0.118,0.4215
0.204,0.61,0.186,0.0567
0.054,0.754,0.192,0.6769
0.284,0.651,0.065,-0.7236
0.0,0.884,0.116,0.2732
0.0,1.0,0.0,0.0
0.0,0.935,0.065,0.1531
0.0,0.731,0.269,0.5697
0.231,0.769,0.0,-0.5574
0.0,1.0,0.0,0.0
0.0,0.806,0.194,0.7027
0.247,0.753,0.0,-0.5574
0.166,0.834,0.0,-0.6115
0.0,1.0,0.0,0.0
0.083,0.732,0.185,0.4939
0.0,0.956,0.044,0.0772
0.117,0.8,0.084,-0.1144
0.0,1.0,0.0,0.0
0.0,0.931,0.069,0.3182
0.133,0.776,0.092,-0.4588
0.077,0.812,0.111,0.2263
0.0,1.0,0.0,0.0
0.064,0.936,0.0,-0.2263
0.14,0.61,0.25,0.5859
0.079,0.921,0.0,-0.34
0.0,1.0,0.0,0.0
0.0,0.471,0.529,0.6696
0.0,0.905,0.095,0.4215
0.0,0.706,0.294,0.6114
0.134,0.866,0.0,-0.1779
0.095,0.83,0.075,-0.128
0.057,0.943,0.0,-0.4291
0.0,0.963,0.037,0.0772
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.184,0.816,0.0,-0.8402
0.328,0.672,0.0,-0.8313
0.0,0.8,0.2,0.3612
0.0,0.667,0.333,0.8885
0.05,0.847,0.103,0.3818
0.025,0.909,0.066,0.4588
0.0,0.876,0.124,0.5023
0.139,0.737,0.124,-0.2023
0.312,0.63,0.058,-0.8439
0.189,0.703,0.108,-0.3323
0.159,0.841,0.0,-0.5994
0.19,0.59,0.221,0.296
0.19,0.81,0.0,-0.8625
0.0,1.0,0.0,0.0
0.315,0.625,0.06,-0.9186
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.117,0.814,0.069,-0.2263
0.0,0.828,0.172,0.3612
0.125,0.875,0.0,-0.6124
0.045,0.826,0.129,0.6166
0.0,0.915,0.085,0.5719
0.348,0.652,0.0,-0.7506
0.326,0.581,0.094,-0.7351
0.14,0.86,0.0,-0.7351
0.0,1.0,0.0,0.0
0.083,0.848,0.068,-0.1179
0.0,1.0,0.0,0.0
0.161,0.839,0.0,-0.3595
0.142,0.796,0.062,-0.4939
0.061,0.802,0.137,0.4939
0.27,0.73,0.0,-0.5719
0.0,1.0,0.0,0.0
0.078,0.886,0.036,-0.4588
0.202,0.798,0.0,-0.5106
0.167,0.833,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.04,0.805,0.156,0.6965
0.0,0.906,0.094,0.4404
0.0,0.891,0.109,0.296
0.19,0.81,0.0,-0.7269
0.247,0.707,0.046,-0.8825
0.239,0.761,0.0,-0.6908
0.174,0.826,0.0,-0.2263
0.055,0.878,0.067,-0.1426
0.398,0.602,0.0,-0.5106
0.0,0.968,0.032,0.0964
0.265,0.735,0.0,-0.8207
0.0,1.0,0.0,0.0
0.399,0.601,0.0,-0.6511
0.156,0.655,0.189,0.2263
0.0,0.714,0.286,0.5574
0.0,1.0,0.0,0.0
0.0,0.87,0.13,0.2023
0.0,0.768,0.232,0.6739
0.336,0.664,0.0,-0.7964
0.0,1.0,0.0,0.0
0.354,0.516,0.13,-0.8934
0.052,0.861,0.088,0.2646
0.11,0.796,0.094,-0.2268
0.281,0.719,0.0,-0.6486
0.232,0.664,0.103,-0.5423
0.0,1.0,0.0,0.0
0.133,0.691,0.175,0.128
0.102,0.898,0.0,-0.3818
0.129,0.718,0.153,0.128
0.128,0.872,0.0,-0.296
0.087,0.913,0.0,-0.25
0.167,0.833,0.0,-0.4939
0.077,0.923,0.0,-0.1513
0.165,0.771,0.065,-0.6159
0.0,0.807,0.193,0.6908
0.0,0.838,0.162,0.7964
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.13,0.542,0.329,0.6705
0.222,0.698,0.079,-0.5423
0.0,1.0,0.0,0.0
0.072,0.836,0.092,0.1779
0.0,0.836,0.164,0.6908
0.119,0.774,0.106,-0.1027
0.068,0.932,0.0,-0.4588
0.266,0.651,0.083,-0.9022
0.474,0.526,0.0,-0.5574
0.0,1.0,0.0,0.0
0.118,0.756,0.127,0.1027
0.055,0.869,0.077,0.2732
0.148,0.802,0.049,-0.4019
0.0,1.0,0.0,0.0
0.152,0.848,0.0,-0.796
0.109,0.859,0.033,-0.4588
0.081,0.678,0.241,0.7096
0.093,0.801,0.106,0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.577,0.423,0.6588
0.306,0.65,0.044,-0.9317
0.0,0.885,0.115,0.1531
0.233,0.767,0.0,-0.5948
0.109,0.812,0.078,-0.1144
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.967,0.033,0.0644
0.381,0.37,0.249,-0.5423
0.056,0.858,0.086,0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.942,0.058,0.0258
0.0,0.851,0.149,0.7579
0.053,0.88,0.067,0.128
0.212,0.747,0.041,-0.7961
0.249,0.712,0.039,-0.8442
0.283,0.678,0.038,-0.8519
0.0,1.0,0.0,0.0
0.264,0.736,0.0,-0.9042
0.22,0.659,0.121,-0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.056,0.761,0.183,0.6908
0.088,0.772,0.14,0.34
0.0,0.872,0.128,0.2263
0.0,1.0,0.0,0.0
0.145,0.788,0.067,-0.3182
0.085,0.915,0.0,-0.3818
0.0,1.0,0.0,0.0
0.343,0.657,0.0,-0.957
0.13,0.87,0.0,-0.7269
0.06,0.842,0.098,0.2732
0.232,0.743,0.025,-0.8972
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.091,0.909,0.0,-0.296
0.0,0.818,0.182,0.4404
0.034,0.866,0.1,0.3612
0.0,0.954,0.046,0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.893,0.107,0.4767
0.0,0.948,0.052,0.2732
0.0,1.0,0.0,0.0
0.188,0.812,0.0,-0.6597
0.177,0.618,0.205,0.2415
0.0,0.761,0.239,0.296
0.157,0.843,0.0,-0.3818
0.142,0.858,0.0,-0.6486
0.068,0.932,0.0,-0.296
0.243,0.713,0.043,-0.8885
0.314,0.686,0.0,-0.9175
0.0,1.0,0.0,0.0
0.097,0.805,0.097,0.0
0.16,0.84,0.0,-0.2732
0.0,0.889,0.111,0.358
0.094,0.869,0.038,-0.128
0.064,0.88,0.056,-0.0772
0.216,0.784,0.0,-0.296
0.0,0.964,0.036,0.0772
0.0,1.0,0.0,0.0
0.15,0.765,0.085,-0.34
0.175,0.825,0.0,-0.5574
0.0,0.88,0.12,0.3802
0.315,0.685,0.0,-0.5574
0.054,0.946,0.0,-0.2732
0.288,0.712,0.0,-0.8779
0.084,0.872,0.044,-0.296
0.0,1.0,0.0,0.0
0.239,0.715,0.046,-0.8601
0.202,0.798,0.0,-0.5106
0.208,0.792,0.0,-0.6124
0.146,0.854,0.0,-0.6249
0.0,1.0,0.0,0.0
0.347,0.479,0.174,-0.5994
0.2,0.8,0.0,-0.7184
0.0,1.0,0.0,0.0
0.0,0.763,0.237,0.4767
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.073,0.927,0.0,-0.4588
0.068,0.885,0.047,-0.2732
0.313,0.687,0.0,-0.6249
0.0,0.916,0.084,0.3182
0.0,0.937,0.063,0.3612
0.0,1.0,0.0,0.0
0.052,0.881,0.067,0.1779
0.223,0.644,0.134,-0.2023
0.132,0.868,0.0,-0.6249
0.0,0.519,0.481,0.8807
0.126,0.874,0.0,-0.636
0.139,0.861,0.0,-0.2732
0.0,0.887,0.113,0.6705
0.126,0.874,0.0,-0.3818
0.0,0.928,0.072,0.2382
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.063,0.835,0.102,0.1779
0.085,0.915,0.0,-0.5574
0.058,0.823,0.12,0.4166
0.213,0.575,0.212,-0.0018
0.315,0.685,0.0,-0.7845
0.144,0.773,0.083,-0.2732
0.239,0.761,0.0,-0.8858
0.095,0.905,0.0,-0.296
0.266,0.65,0.084,-0.7096
0.0,0.919,0.081,0.3182
0.0,1.0,0.0,0.0
0.115,0.489,0.397,0.636
0.0,0.763,0.237,0.4199
0.313,0.687,0.0,-0.9467
0.034,0.866,0.1,0.4404
0.053,0.701,0.246,0.8442
0.0,0.877,0.123,0.5859
0.147,0.853,0.0,-0.7717
0.249,0.751,0.0,-0.6486
0.0,1.0,0.0,0.0
0.05,0.95,0.0,-0.2263
0.365,0.635,0.0,-0.7845
0.36,0.64,0.0,-0.7759
0.157,0.697,0.145,-0.1531
0.0,1.0,0.0,0.0
0.253,0.621,0.126,-0.7096
0.098,0.726,0.177,0.3612
0.194,0.697,0.109,-0.5434
0.0,0.781,0.219,0.4939
0.0,0.543,0.457,0.6369
0.054,0.682,0.264,0.8126
0.085,0.915,0.0,-0.34
0.3,0.7,0.0,-0.7184
0.121,0.754,0.125,0.0516
0.068,0.932,0.0,-0.2263
0.0,0.865,0.135,0.7269
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.115,0.885,0.0,-0.296
0.068,0.742,0.19,0.6037
0.056,0.894,0.049,-0.0772
0.0,0.848,0.152,0.3612
0.162,0.816,0.021,-0.8044
0.092,0.687,0.222,0.4541
0.574,0.426,0.0,-0.4019
0.059,0.793,0.147,0.4767
0.208,0.656,0.137,-0.0772
0.0,1.0,0.0,0.0
0.057,0.699,0.245,0.8225
0.028,0.972,0.0,-0.0283
0.2,0.8,0.0,-0.5423
0.194,0.806,0.0,-0.34
0.157,0.843,0.0,-0.4215
0.069,0.931,0.0,-0.4515
0.09,0.552,0.358,0.9201
0.0,1.0,0.0,0.0
0.203,0.621,0.175,-0.128
0.202,0.798,0.0,-0.5849
0.232,0.768,0.0,-0.8877
0.213,0.787,0.0,-0.7964
0.064,0.786,0.15,0.5423
0.085,0.853,0.061,-0.1779
0.258,0.742,0.0,-0.5965
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.809,0.191,0.7088
0.282,0.718,0.0,-0.7096
0.0,0.936,0.064,0.296
0.0,0.77,0.23,0.8854
0.161,0.657,0.182,0.0772
0.0,0.918,0.082,0.1779
0.0,1.0,0.0,0.0
0.131,0.78,0.089,-0.1556
0.374,0.626,0.0,-0.7761
0.0,1.0,0.0,0.0
0.0,0.909,0.091,0.3182
0.113,0.887,0.0,-0.4939
0.102,0.898,0.0,-0.3818
0.045,0.836,0.119,0.5216
0.0,1.0,0.0,0.0
0.073,0.892,0.035,-0.296
0.0,1.0,0.0,0.0
0.562,0.438,0.0,-0.7303
0.103,0.84,0.057,-0.1154
0.151,0.698,0.151,0.0
0.0,0.457,0.543,0.92
0.164,0.806,0.03,-0.7783
0.244,0.596,0.161,-0.4939
0.0,0.95,0.05,0.0258
0.0,1.0,0.0,0.0
0.087,0.913,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,0.864,0.136,0.296
0.04,0.765,0.195,0.7964
0.118,0.756,0.127,0.1027
0.115,0.885,0.0,-0.7019
0.093,0.783,0.123,0.25
0.12,0.88,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.773,0.227,0.5719
0.0,0.762,0.238,0.7125
0.122,0.633,0.245,0.8126
0.343,0.657,0.0,-0.6908
0.106,0.894,0.0,-0.3818
0.0,1.0,0.0,0.0
0.136,0.636,0.229,0.296
0.0,0.57,0.43,0.9153
0.0,0.753,0.247,0.5574
0.122,0.878,0.0,-0.5574
0.064,0.736,0.201,0.4767
0.089,0.849,0.062,-0.319
0.072,0.887,0.041,-0.3182
0.0,1.0,0.0,0.0
0.062,0.825,0.113,0.3612
0.076,0.736,0.189,0.6207
0.083,0.856,0.06,-0.2263
0.044,0.817,0.139,0.6988
0.033,0.888,0.079,0.4215
0.108,0.799,0.093,-0.0946
0.141,0.823,0.036,-0.6249
0.0,0.887,0.113,0.6249
0.035,0.965,0.0,-0.1027
0.161,0.744,0.095,-0.1511
0.15,0.85,0.0,-0.7319
0.447,0.494,0.059,-0.9551
0.0,0.954,0.046,0.0772
0.0,1.0,0.0,0.0
0.287,0.674,0.039,-0.8979
0.0,0.729,0.271,0.7707
0.387,0.613,0.0,-0.743
0.0,0.753,0.247,0.5574
0.184,0.816,0.0,-0.7297
0.0,1.0,0.0,0.0
0.223,0.777,0.0,-0.6486
0.0,1.0,0.0,0.0
0.095,0.905,0.0,-0.5233
0.039,0.896,0.065,0.2732
0.0,1.0,0.0,0.0
0.173,0.827,0.0,-0.3182
0.293,0.707,0.0,-0.7003
0.167,0.784,0.049,-0.6808
0.0,0.845,0.155,0.5106
0.0,0.807,0.193,0.4767
0.0,0.785,0.215,0.8519
0.0,1.0,0.0,0.0
0.239,0.761,0.0,-0.296
0.069,0.735,0.196,0.69
0.0,0.762,0.238,0.5319
0.189,0.775,0.036,-0.8271
0.231,0.726,0.042,-0.8807
0.0,1.0,0.0,0.0
0.141,0.773,0.086,-0.25
0.0,0.793,0.207,0.5719
0.118,0.627,0.255,0.5423
0.114,0.529,0.357,0.7738
0.064,0.854,0.082,0.1531
0.0,1.0,0.0,0.0
0.242,0.758,0.0,-0.8062
0.141,0.859,0.0,-0.7717
0.066,0.934,0.0,-0.1779
0.139,0.67,0.192,0.3182
0.24,0.715,0.045,-0.8846
0.253,0.747,0.0,-0.6956
0.074,0.613,0.314,0.8334
0.0,0.769,0.231,0.8442
0.196,0.804,0.0,-0.8074
0.098,0.785,0.117,0.126
0.0,1.0,0.0,0.0
0.0,0.798,0.202,0.6486
0.126,0.874,0.0,-0.3818
0.352,0.648,0.0,-0.9509
0.105,0.776,0.119,0.0772
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.766,0.234,0.7003
0.033,0.967,0.0,-0.1027
0.0,0.829,0.171,0.2732
0.096,0.614,0.289,0.6597
0.158,0.614,0.228,0.1531
0.0,0.913,0.087,0.2023
0.0,0.769,0.231,0.4019
0.218,0.782,0.0,-0.5994
0.042,0.764,0.195,0.7351
0.135,0.865,0.0,-0.5574
0.0,0.637,0.363,0.6289
0.0,0.878,0.122,0.4939
0.0,0.833,0.167,0.6369
0.099,0.901,0.0,-0.6486
0.0,0.766,0.234,0.872
0.082,0.788,0.13,0.2641
0.133,0.867,0.0,-0.6705
0.047,0.634,0.319,0.9062
0.0,1.0,0.0,0.0
0.171,0.718,0.111,-0.5106
0.0,0.541,0.459,0.7777
0.197,0.722,0.081,-0.6705
0.075,0.771,0.154,0.4753
0.069,0.803,0.128,0.3883
0.0,1.0,0.0,0.0
0.224,0.616,0.16,-0.3182
0.199,0.7,0.101,-0.6705
0.112,0.824,0.065,-0.2023
0.0,1.0,0.0,0.0
0.208,0.792,0.0,-0.8268
0.249,0.751,0.0,-0.8822
0.19,0.708,0.101,-0.6599
0.085,0.783,0.133,0.296
0.245,0.641,0.115,-0.594
0.123,0.838,0.039,-0.5859
0.061,0.87,0.069,0.0772
0.0,0.695,0.305,0.7644
0.0,0.872,0.128,0.2263
0.12,0.825,0.056,-0.2201
0.053,0.742,0.204,0.8526
0.325,0.675,0.0,-0.8271
0.15,0.769,0.081,-0.3818
0.092,0.865,0.043,-0.3987
0.282,0.504,0.214,-0.1531
0.0,0.862,0.138,0.6486
0.108,0.892,0.0,-0.7003
0.206,0.794,0.0,-0.5267
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.8779
0.282,0.718,0.0,-0.6705
0.078,0.922,0.0,-0.3182
0.0,0.508,0.492,0.4404
0.032,0.906,0.062,0.3527
0.0,1.0,0.0,0.0
0.0,0.888,0.112,0.4404
0.0,0.82,0.18,0.7292
0.091,0.909,0.0,-0.2263
0.0,0.924,0.076,0.2023
0.058,0.942,0.0,-0.296
0.066,0.755,0.178,0.4019
0.118,0.882,0.0,-0.1531
0.195,0.605,0.2,0.0516
0.0,1.0,0.0,0.0
0.179,0.821,0.0,-0.5423
0.0,1.0,0.0,0.0
0.198,0.802,0.0,-0.886
0.14,0.772,0.088,-0.3612
